date,program,text,sentiment,weekday
2023-05-22,Master Chef,Kommentar zu Master Chef am 2023-05-22,positive,Monday
2023-05-23,Master Chef,Kommentar zu Master Chef am 2023-05-23,neutral,Tuesday
2023-05-24,Master Chef,Kommentar zu Master Chef am 2023-05-24,positive,Wednesday
2023-05-25,Master Chef,Kommentar zu Master Chef am 2023-05-25,positive,Thursday
2023-05-26,Master Chef,Kommentar zu Master Chef am 2023-05-26,neutral,Friday
2023-05-27,Master Chef,Kommentar zu Master Chef am 2023-05-27,positive,Saturday
2023-05-28,Master Chef,Kommentar zu Master Chef am 2023-05-28,neutral,Sunday
2023-05-29,Master Chef,Kommentar zu Master Chef am 2023-05-29,positive,Monday
2023-05-30,Master Chef,Kommentar zu Master Chef am 2023-05-30,neutral,Tuesday
2023-05-31,Master Chef,Kommentar zu Master Chef am 2023-05-31,neutral,Wednesday
2023-06-01,Master Chef,Kommentar zu Master Chef am 2023-06-01,neutral,Thursday
2023-06-02,Master Chef,Kommentar zu Master Chef am 2023-06-02,positive,Friday
2023-06-03,Master Chef,Kommentar zu Master Chef am 2023-06-03,positive,Saturday
2023-06-04,Master Chef,Kommentar zu Master Chef am 2023-06-04,positive,Sunday
2023-06-05,Master Chef,Kommentar zu Master Chef am 2023-06-05,neutral,Monday
2023-06-06,Master Chef,Kommentar zu Master Chef am 2023-06-06,negative,Tuesday
2023-06-07,Master Chef,Kommentar zu Master Chef am 2023-06-07,positive,Wednesday
2023-06-08,Master Chef,Kommentar zu Master Chef am 2023-06-08,positive,Thursday
2023-06-09,Master Chef,Kommentar zu Master Chef am 2023-06-09,negative,Friday
2023-06-10,Master Chef,Kommentar zu Master Chef am 2023-06-10,negative,Saturday
2023-06-11,Master Chef,Kommentar zu Master Chef am 2023-06-11,positive,Sunday
2023-06-12,Master Chef,Kommentar zu Master Chef am 2023-06-12,neutral,Monday
2023-06-13,Master Chef,Kommentar zu Master Chef am 2023-06-13,neutral,Tuesday
2023-06-14,Master Chef,Kommentar zu Master Chef am 2023-06-14,positive,Wednesday
2023-06-15,Master Chef,Kommentar zu Master Chef am 2023-06-15,neutral,Thursday
2023-06-16,Master Chef,Kommentar zu Master Chef am 2023-06-16,negative,Friday
2023-06-17,Master Chef,Kommentar zu Master Chef am 2023-06-17,positive,Saturday
2023-06-18,Master Chef,Kommentar zu Master Chef am 2023-06-18,positive,Sunday
2023-06-19,Master Chef,Kommentar zu Master Chef am 2023-06-19,positive,Monday
2023-06-20,Master Chef,Kommentar zu Master Chef am 2023-06-20,neutral,Tuesday
2023-06-21,Master Chef,Kommentar zu Master Chef am 2023-06-21,neutral,Wednesday
2023-06-22,Master Chef,Kommentar zu Master Chef am 2023-06-22,positive,Thursday
2023-06-23,Master Chef,Kommentar zu Master Chef am 2023-06-23,neutral,Friday
2023-06-24,Master Chef,Kommentar zu Master Chef am 2023-06-24,negative,Saturday
2023-06-25,Master Chef,Kommentar zu Master Chef am 2023-06-25,positive,Sunday
2023-06-26,Master Chef,Kommentar zu Master Chef am 2023-06-26,positive,Monday
2023-06-27,Master Chef,Kommentar zu Master Chef am 2023-06-27,positive,Tuesday
2023-06-28,Master Chef,Kommentar zu Master Chef am 2023-06-28,neutral,Wednesday
2023-06-29,Master Chef,Kommentar zu Master Chef am 2023-06-29,positive,Thursday
2023-06-30,Master Chef,Kommentar zu Master Chef am 2023-06-30,negative,Friday
2023-07-01,Master Chef,Kommentar zu Master Chef am 2023-07-01,positive,Saturday
2023-07-02,Master Chef,Kommentar zu Master Chef am 2023-07-02,negative,Sunday
2023-07-03,Master Chef,Kommentar zu Master Chef am 2023-07-03,positive,Monday
2023-07-04,Master Chef,Kommentar zu Master Chef am 2023-07-04,negative,Tuesday
2023-07-05,Master Chef,Kommentar zu Master Chef am 2023-07-05,neutral,Wednesday
2023-07-06,Master Chef,Kommentar zu Master Chef am 2023-07-06,neutral,Thursday
2023-07-07,Master Chef,Kommentar zu Master Chef am 2023-07-07,positive,Friday
2023-07-08,Master Chef,Kommentar zu Master Chef am 2023-07-08,positive,Saturday
2023-07-09,Master Chef,Kommentar zu Master Chef am 2023-07-09,positive,Sunday
2023-07-10,Master Chef,Kommentar zu Master Chef am 2023-07-10,positive,Monday
2023-07-11,Master Chef,Kommentar zu Master Chef am 2023-07-11,positive,Tuesday
2023-07-12,Master Chef,Kommentar zu Master Chef am 2023-07-12,positive,Wednesday
2023-07-13,Master Chef,Kommentar zu Master Chef am 2023-07-13,positive,Thursday
2023-07-14,Master Chef,Kommentar zu Master Chef am 2023-07-14,positive,Friday
2023-07-15,Master Chef,Kommentar zu Master Chef am 2023-07-15,positive,Saturday
2023-07-16,Master Chef,Kommentar zu Master Chef am 2023-07-16,positive,Sunday
2023-07-17,Master Chef,Kommentar zu Master Chef am 2023-07-17,neutral,Monday
2023-07-18,Master Chef,Kommentar zu Master Chef am 2023-07-18,positive,Tuesday
2023-07-19,Master Chef,Kommentar zu Master Chef am 2023-07-19,positive,Wednesday
2023-07-20,Master Chef,Kommentar zu Master Chef am 2023-07-20,positive,Thursday
2023-07-21,Master Chef,Kommentar zu Master Chef am 2023-07-21,positive,Friday
2023-07-22,Master Chef,Kommentar zu Master Chef am 2023-07-22,positive,Saturday
2023-07-23,Master Chef,Kommentar zu Master Chef am 2023-07-23,positive,Sunday
2023-07-24,Master Chef,Kommentar zu Master Chef am 2023-07-24,neutral,Monday
2023-07-25,Master Chef,Kommentar zu Master Chef am 2023-07-25,positive,Tuesday
2023-07-26,Master Chef,Kommentar zu Master Chef am 2023-07-26,positive,Wednesday
2023-07-27,Master Chef,Kommentar zu Master Chef am 2023-07-27,positive,Thursday
2023-07-28,Master Chef,Kommentar zu Master Chef am 2023-07-28,positive,Friday
2023-07-29,Master Chef,Kommentar zu Master Chef am 2023-07-29,neutral,Saturday
2023-07-30,Master Chef,Kommentar zu Master Chef am 2023-07-30,negative,Sunday
2023-07-31,Master Chef,Kommentar zu Master Chef am 2023-07-31,positive,Monday
2023-08-01,Master Chef,Kommentar zu Master Chef am 2023-08-01,negative,Tuesday
2023-08-02,Master Chef,Kommentar zu Master Chef am 2023-08-02,positive,Wednesday
2023-08-03,Master Chef,Kommentar zu Master Chef am 2023-08-03,negative,Thursday
2023-08-04,Master Chef,Kommentar zu Master Chef am 2023-08-04,positive,Friday
2023-08-05,Master Chef,Kommentar zu Master Chef am 2023-08-05,positive,Saturday
2023-08-06,Master Chef,Kommentar zu Master Chef am 2023-08-06,positive,Sunday
2023-08-07,Master Chef,Kommentar zu Master Chef am 2023-08-07,neutral,Monday
2023-08-08,Master Chef,Kommentar zu Master Chef am 2023-08-08,positive,Tuesday
2023-08-09,Master Chef,Kommentar zu Master Chef am 2023-08-09,positive,Wednesday
2023-08-10,Master Chef,Kommentar zu Master Chef am 2023-08-10,positive,Thursday
2023-08-11,Master Chef,Kommentar zu Master Chef am 2023-08-11,negative,Friday
2023-08-12,Master Chef,Kommentar zu Master Chef am 2023-08-12,neutral,Saturday
2023-08-13,Master Chef,Kommentar zu Master Chef am 2023-08-13,positive,Sunday
2023-08-14,Master Chef,Kommentar zu Master Chef am 2023-08-14,positive,Monday
2023-08-15,Master Chef,Kommentar zu Master Chef am 2023-08-15,neutral,Tuesday
2023-08-16,Master Chef,Kommentar zu Master Chef am 2023-08-16,neutral,Wednesday
2023-08-17,Master Chef,Kommentar zu Master Chef am 2023-08-17,negative,Thursday
2023-08-18,Master Chef,Kommentar zu Master Chef am 2023-08-18,neutral,Friday
2023-08-19,Master Chef,Kommentar zu Master Chef am 2023-08-19,positive,Saturday
2023-08-20,Master Chef,Kommentar zu Master Chef am 2023-08-20,positive,Sunday
2023-08-21,Master Chef,Kommentar zu Master Chef am 2023-08-21,positive,Monday
2023-08-22,Master Chef,Kommentar zu Master Chef am 2023-08-22,positive,Tuesday
2023-08-23,Master Chef,Kommentar zu Master Chef am 2023-08-23,neutral,Wednesday
2023-08-24,Master Chef,Kommentar zu Master Chef am 2023-08-24,positive,Thursday
2023-08-25,Master Chef,Kommentar zu Master Chef am 2023-08-25,neutral,Friday
2023-08-26,Master Chef,Kommentar zu Master Chef am 2023-08-26,neutral,Saturday
2023-08-27,Master Chef,Kommentar zu Master Chef am 2023-08-27,neutral,Sunday
2023-08-28,Master Chef,Kommentar zu Master Chef am 2023-08-28,positive,Monday
2023-08-29,Master Chef,Kommentar zu Master Chef am 2023-08-29,negative,Tuesday
2023-08-30,Master Chef,Kommentar zu Master Chef am 2023-08-30,positive,Wednesday
2023-08-31,Master Chef,Kommentar zu Master Chef am 2023-08-31,negative,Thursday
2023-09-01,Master Chef,Kommentar zu Master Chef am 2023-09-01,positive,Friday
2023-09-02,Master Chef,Kommentar zu Master Chef am 2023-09-02,positive,Saturday
2023-09-03,Master Chef,Kommentar zu Master Chef am 2023-09-03,positive,Sunday
2023-09-04,Master Chef,Kommentar zu Master Chef am 2023-09-04,positive,Monday
2023-09-05,Master Chef,Kommentar zu Master Chef am 2023-09-05,positive,Tuesday
2023-09-06,Master Chef,Kommentar zu Master Chef am 2023-09-06,positive,Wednesday
2023-09-07,Master Chef,Kommentar zu Master Chef am 2023-09-07,negative,Thursday
2023-09-08,Master Chef,Kommentar zu Master Chef am 2023-09-08,positive,Friday
2023-09-09,Master Chef,Kommentar zu Master Chef am 2023-09-09,positive,Saturday
2023-09-10,Master Chef,Kommentar zu Master Chef am 2023-09-10,positive,Sunday
2023-09-11,Master Chef,Kommentar zu Master Chef am 2023-09-11,negative,Monday
2023-09-12,Master Chef,Kommentar zu Master Chef am 2023-09-12,positive,Tuesday
2023-09-13,Master Chef,Kommentar zu Master Chef am 2023-09-13,positive,Wednesday
2023-09-14,Master Chef,Kommentar zu Master Chef am 2023-09-14,positive,Thursday
2023-09-15,Master Chef,Kommentar zu Master Chef am 2023-09-15,positive,Friday
2023-09-16,Master Chef,Kommentar zu Master Chef am 2023-09-16,positive,Saturday
2023-09-17,Master Chef,Kommentar zu Master Chef am 2023-09-17,positive,Sunday
2023-09-18,Master Chef,Kommentar zu Master Chef am 2023-09-18,positive,Monday
2023-09-19,Master Chef,Kommentar zu Master Chef am 2023-09-19,neutral,Tuesday
2023-09-20,Master Chef,Kommentar zu Master Chef am 2023-09-20,positive,Wednesday
2023-09-21,Master Chef,Kommentar zu Master Chef am 2023-09-21,neutral,Thursday
2023-09-22,Master Chef,Kommentar zu Master Chef am 2023-09-22,positive,Friday
2023-09-23,Master Chef,Kommentar zu Master Chef am 2023-09-23,positive,Saturday
2023-09-24,Master Chef,Kommentar zu Master Chef am 2023-09-24,positive,Sunday
2023-09-25,Master Chef,Kommentar zu Master Chef am 2023-09-25,positive,Monday
2023-09-26,Master Chef,Kommentar zu Master Chef am 2023-09-26,positive,Tuesday
2023-09-27,Master Chef,Kommentar zu Master Chef am 2023-09-27,positive,Wednesday
2023-09-28,Master Chef,Kommentar zu Master Chef am 2023-09-28,positive,Thursday
2023-09-29,Master Chef,Kommentar zu Master Chef am 2023-09-29,positive,Friday
2023-09-30,Master Chef,Kommentar zu Master Chef am 2023-09-30,positive,Saturday
2023-10-01,Master Chef,Kommentar zu Master Chef am 2023-10-01,neutral,Sunday
2023-10-02,Master Chef,Kommentar zu Master Chef am 2023-10-02,positive,Monday
2023-10-03,Master Chef,Kommentar zu Master Chef am 2023-10-03,positive,Tuesday
2023-10-04,Master Chef,Kommentar zu Master Chef am 2023-10-04,positive,Wednesday
2023-10-05,Master Chef,Kommentar zu Master Chef am 2023-10-05,neutral,Thursday
2023-10-06,Master Chef,Kommentar zu Master Chef am 2023-10-06,positive,Friday
2023-10-07,Master Chef,Kommentar zu Master Chef am 2023-10-07,neutral,Saturday
2023-10-08,Master Chef,Kommentar zu Master Chef am 2023-10-08,positive,Sunday
2023-10-09,Master Chef,Kommentar zu Master Chef am 2023-10-09,positive,Monday
2023-10-10,Master Chef,Kommentar zu Master Chef am 2023-10-10,positive,Tuesday
2023-10-11,Master Chef,Kommentar zu Master Chef am 2023-10-11,positive,Wednesday
2023-10-12,Master Chef,Kommentar zu Master Chef am 2023-10-12,positive,Thursday
2023-10-13,Master Chef,Kommentar zu Master Chef am 2023-10-13,positive,Friday
2023-10-14,Master Chef,Kommentar zu Master Chef am 2023-10-14,negative,Saturday
2023-10-15,Master Chef,Kommentar zu Master Chef am 2023-10-15,positive,Sunday
2023-10-16,Master Chef,Kommentar zu Master Chef am 2023-10-16,positive,Monday
2023-10-17,Master Chef,Kommentar zu Master Chef am 2023-10-17,positive,Tuesday
2023-10-18,Master Chef,Kommentar zu Master Chef am 2023-10-18,positive,Wednesday
2023-10-19,Master Chef,Kommentar zu Master Chef am 2023-10-19,positive,Thursday
2023-10-20,Master Chef,Kommentar zu Master Chef am 2023-10-20,negative,Friday
2023-10-21,Master Chef,Kommentar zu Master Chef am 2023-10-21,positive,Saturday
2023-10-22,Master Chef,Kommentar zu Master Chef am 2023-10-22,neutral,Sunday
2023-10-23,Master Chef,Kommentar zu Master Chef am 2023-10-23,neutral,Monday
2023-10-24,Master Chef,Kommentar zu Master Chef am 2023-10-24,positive,Tuesday
2023-10-25,Master Chef,Kommentar zu Master Chef am 2023-10-25,positive,Wednesday
2023-10-26,Master Chef,Kommentar zu Master Chef am 2023-10-26,positive,Thursday
2023-10-27,Master Chef,Kommentar zu Master Chef am 2023-10-27,neutral,Friday
2023-10-28,Master Chef,Kommentar zu Master Chef am 2023-10-28,positive,Saturday
2023-10-29,Master Chef,Kommentar zu Master Chef am 2023-10-29,positive,Sunday
2023-10-30,Master Chef,Kommentar zu Master Chef am 2023-10-30,positive,Monday
2023-10-31,Master Chef,Kommentar zu Master Chef am 2023-10-31,positive,Tuesday
2023-11-01,Master Chef,Kommentar zu Master Chef am 2023-11-01,positive,Wednesday
2023-11-02,Master Chef,Kommentar zu Master Chef am 2023-11-02,negative,Thursday
2023-11-03,Master Chef,Kommentar zu Master Chef am 2023-11-03,neutral,Friday
2023-11-04,Master Chef,Kommentar zu Master Chef am 2023-11-04,positive,Saturday
2023-11-05,Master Chef,Kommentar zu Master Chef am 2023-11-05,positive,Sunday
2023-11-06,Master Chef,Kommentar zu Master Chef am 2023-11-06,neutral,Monday
2023-11-07,Master Chef,Kommentar zu Master Chef am 2023-11-07,positive,Tuesday
2023-11-08,Master Chef,Kommentar zu Master Chef am 2023-11-08,positive,Wednesday
2023-11-09,Master Chef,Kommentar zu Master Chef am 2023-11-09,positive,Thursday
2023-11-10,Master Chef,Kommentar zu Master Chef am 2023-11-10,neutral,Friday
2023-11-11,Master Chef,Kommentar zu Master Chef am 2023-11-11,positive,Saturday
2023-11-12,Master Chef,Kommentar zu Master Chef am 2023-11-12,positive,Sunday
2023-11-13,Master Chef,Kommentar zu Master Chef am 2023-11-13,negative,Monday
2023-11-14,Master Chef,Kommentar zu Master Chef am 2023-11-14,positive,Tuesday
2023-11-15,Master Chef,Kommentar zu Master Chef am 2023-11-15,negative,Wednesday
2023-11-16,Master Chef,Kommentar zu Master Chef am 2023-11-16,neutral,Thursday
2023-11-17,Master Chef,Kommentar zu Master Chef am 2023-11-17,positive,Friday
2023-11-18,Master Chef,Kommentar zu Master Chef am 2023-11-18,positive,Saturday
2023-11-19,Master Chef,Kommentar zu Master Chef am 2023-11-19,neutral,Sunday
2023-11-20,Master Chef,Kommentar zu Master Chef am 2023-11-20,positive,Monday
2023-11-21,Master Chef,Kommentar zu Master Chef am 2023-11-21,positive,Tuesday
2023-11-22,Master Chef,Kommentar zu Master Chef am 2023-11-22,positive,Wednesday
2023-11-23,Master Chef,Kommentar zu Master Chef am 2023-11-23,positive,Thursday
2023-11-24,Master Chef,Kommentar zu Master Chef am 2023-11-24,positive,Friday
2023-11-25,Master Chef,Kommentar zu Master Chef am 2023-11-25,positive,Saturday
2023-11-26,Master Chef,Kommentar zu Master Chef am 2023-11-26,positive,Sunday
2023-11-27,Master Chef,Kommentar zu Master Chef am 2023-11-27,positive,Monday
2023-11-28,Master Chef,Kommentar zu Master Chef am 2023-11-28,neutral,Tuesday
2023-11-29,Master Chef,Kommentar zu Master Chef am 2023-11-29,negative,Wednesday
2023-11-30,Master Chef,Kommentar zu Master Chef am 2023-11-30,positive,Thursday
2023-12-01,Master Chef,Kommentar zu Master Chef am 2023-12-01,positive,Friday
2023-12-02,Master Chef,Kommentar zu Master Chef am 2023-12-02,positive,Saturday
2023-12-03,Master Chef,Kommentar zu Master Chef am 2023-12-03,neutral,Sunday
2023-12-04,Master Chef,Kommentar zu Master Chef am 2023-12-04,positive,Monday
2023-12-05,Master Chef,Kommentar zu Master Chef am 2023-12-05,positive,Tuesday
2023-12-06,Master Chef,Kommentar zu Master Chef am 2023-12-06,positive,Wednesday
2023-12-07,Master Chef,Kommentar zu Master Chef am 2023-12-07,neutral,Thursday
2023-12-08,Master Chef,Kommentar zu Master Chef am 2023-12-08,positive,Friday
2023-12-09,Master Chef,Kommentar zu Master Chef am 2023-12-09,positive,Saturday
2023-12-10,Master Chef,Kommentar zu Master Chef am 2023-12-10,negative,Sunday
2023-12-11,Master Chef,Kommentar zu Master Chef am 2023-12-11,positive,Monday
2023-12-12,Master Chef,Kommentar zu Master Chef am 2023-12-12,positive,Tuesday
2023-12-13,Master Chef,Kommentar zu Master Chef am 2023-12-13,positive,Wednesday
2023-12-14,Master Chef,Kommentar zu Master Chef am 2023-12-14,positive,Thursday
2023-12-15,Master Chef,Kommentar zu Master Chef am 2023-12-15,neutral,Friday
2023-12-16,Master Chef,Kommentar zu Master Chef am 2023-12-16,positive,Saturday
2023-12-17,Master Chef,Kommentar zu Master Chef am 2023-12-17,positive,Sunday
2023-12-18,Master Chef,Kommentar zu Master Chef am 2023-12-18,negative,Monday
2023-12-19,Master Chef,Kommentar zu Master Chef am 2023-12-19,negative,Tuesday
2023-12-20,Master Chef,Kommentar zu Master Chef am 2023-12-20,positive,Wednesday
2023-12-21,Master Chef,Kommentar zu Master Chef am 2023-12-21,positive,Thursday
2023-12-22,Master Chef,Kommentar zu Master Chef am 2023-12-22,negative,Friday
2023-12-23,Master Chef,Kommentar zu Master Chef am 2023-12-23,positive,Saturday
2023-12-24,Master Chef,Kommentar zu Master Chef am 2023-12-24,positive,Sunday
2023-12-25,Master Chef,Kommentar zu Master Chef am 2023-12-25,negative,Monday
2023-12-26,Master Chef,Kommentar zu Master Chef am 2023-12-26,positive,Tuesday
2023-12-27,Master Chef,Kommentar zu Master Chef am 2023-12-27,negative,Wednesday
2023-12-28,Master Chef,Kommentar zu Master Chef am 2023-12-28,positive,Thursday
2023-12-29,Master Chef,Kommentar zu Master Chef am 2023-12-29,positive,Friday
2023-12-30,Master Chef,Kommentar zu Master Chef am 2023-12-30,neutral,Saturday
2023-12-31,Master Chef,Kommentar zu Master Chef am 2023-12-31,negative,Sunday
2024-01-01,Master Chef,Kommentar zu Master Chef am 2024-01-01,positive,Monday
2024-01-02,Master Chef,Kommentar zu Master Chef am 2024-01-02,positive,Tuesday
2024-01-03,Master Chef,Kommentar zu Master Chef am 2024-01-03,positive,Wednesday
2024-01-04,Master Chef,Kommentar zu Master Chef am 2024-01-04,positive,Thursday
2024-01-05,Master Chef,Kommentar zu Master Chef am 2024-01-05,neutral,Friday
2024-01-06,Master Chef,Kommentar zu Master Chef am 2024-01-06,positive,Saturday
2024-01-07,Master Chef,Kommentar zu Master Chef am 2024-01-07,positive,Sunday
2024-01-08,Master Chef,Kommentar zu Master Chef am 2024-01-08,neutral,Monday
2024-01-09,Master Chef,Kommentar zu Master Chef am 2024-01-09,positive,Tuesday
2024-01-10,Master Chef,Kommentar zu Master Chef am 2024-01-10,positive,Wednesday
2024-01-11,Master Chef,Kommentar zu Master Chef am 2024-01-11,neutral,Thursday
2024-01-12,Master Chef,Kommentar zu Master Chef am 2024-01-12,positive,Friday
2024-01-13,Master Chef,Kommentar zu Master Chef am 2024-01-13,positive,Saturday
2024-01-14,Master Chef,Kommentar zu Master Chef am 2024-01-14,positive,Sunday
2024-01-15,Master Chef,Kommentar zu Master Chef am 2024-01-15,positive,Monday
2024-01-16,Master Chef,Kommentar zu Master Chef am 2024-01-16,positive,Tuesday
2024-01-17,Master Chef,Kommentar zu Master Chef am 2024-01-17,positive,Wednesday
2024-01-18,Master Chef,Kommentar zu Master Chef am 2024-01-18,positive,Thursday
2024-01-19,Master Chef,Kommentar zu Master Chef am 2024-01-19,positive,Friday
2024-01-20,Master Chef,Kommentar zu Master Chef am 2024-01-20,positive,Saturday
2024-01-21,Master Chef,Kommentar zu Master Chef am 2024-01-21,positive,Sunday
2024-01-22,Master Chef,Kommentar zu Master Chef am 2024-01-22,positive,Monday
2024-01-23,Master Chef,Kommentar zu Master Chef am 2024-01-23,positive,Tuesday
2024-01-24,Master Chef,Kommentar zu Master Chef am 2024-01-24,negative,Wednesday
2024-01-25,Master Chef,Kommentar zu Master Chef am 2024-01-25,neutral,Thursday
2024-01-26,Master Chef,Kommentar zu Master Chef am 2024-01-26,positive,Friday
2024-01-27,Master Chef,Kommentar zu Master Chef am 2024-01-27,positive,Saturday
2024-01-28,Master Chef,Kommentar zu Master Chef am 2024-01-28,positive,Sunday
2024-01-29,Master Chef,Kommentar zu Master Chef am 2024-01-29,positive,Monday
2024-01-30,Master Chef,Kommentar zu Master Chef am 2024-01-30,positive,Tuesday
2024-01-31,Master Chef,Kommentar zu Master Chef am 2024-01-31,positive,Wednesday
2024-02-01,Master Chef,Kommentar zu Master Chef am 2024-02-01,negative,Thursday
2024-02-02,Master Chef,Kommentar zu Master Chef am 2024-02-02,positive,Friday
2024-02-03,Master Chef,Kommentar zu Master Chef am 2024-02-03,positive,Saturday
2024-02-04,Master Chef,Kommentar zu Master Chef am 2024-02-04,positive,Sunday
2024-02-05,Master Chef,Kommentar zu Master Chef am 2024-02-05,positive,Monday
2024-02-06,Master Chef,Kommentar zu Master Chef am 2024-02-06,neutral,Tuesday
2024-02-07,Master Chef,Kommentar zu Master Chef am 2024-02-07,positive,Wednesday
2024-02-08,Master Chef,Kommentar zu Master Chef am 2024-02-08,negative,Thursday
2024-02-09,Master Chef,Kommentar zu Master Chef am 2024-02-09,negative,Friday
2024-02-10,Master Chef,Kommentar zu Master Chef am 2024-02-10,positive,Saturday
2024-02-11,Master Chef,Kommentar zu Master Chef am 2024-02-11,negative,Sunday
2024-02-12,Master Chef,Kommentar zu Master Chef am 2024-02-12,positive,Monday
2024-02-13,Master Chef,Kommentar zu Master Chef am 2024-02-13,positive,Tuesday
2024-02-14,Master Chef,Kommentar zu Master Chef am 2024-02-14,negative,Wednesday
2024-02-15,Master Chef,Kommentar zu Master Chef am 2024-02-15,positive,Thursday
2024-02-16,Master Chef,Kommentar zu Master Chef am 2024-02-16,neutral,Friday
2024-02-17,Master Chef,Kommentar zu Master Chef am 2024-02-17,positive,Saturday
2024-02-18,Master Chef,Kommentar zu Master Chef am 2024-02-18,positive,Sunday
2024-02-19,Master Chef,Kommentar zu Master Chef am 2024-02-19,positive,Monday
2024-02-20,Master Chef,Kommentar zu Master Chef am 2024-02-20,positive,Tuesday
2024-02-21,Master Chef,Kommentar zu Master Chef am 2024-02-21,positive,Wednesday
2024-02-22,Master Chef,Kommentar zu Master Chef am 2024-02-22,positive,Thursday
2024-02-23,Master Chef,Kommentar zu Master Chef am 2024-02-23,positive,Friday
2024-02-24,Master Chef,Kommentar zu Master Chef am 2024-02-24,positive,Saturday
2024-02-25,Master Chef,Kommentar zu Master Chef am 2024-02-25,positive,Sunday
2024-02-26,Master Chef,Kommentar zu Master Chef am 2024-02-26,neutral,Monday
2024-02-27,Master Chef,Kommentar zu Master Chef am 2024-02-27,negative,Tuesday
2024-02-28,Master Chef,Kommentar zu Master Chef am 2024-02-28,neutral,Wednesday
2024-02-29,Master Chef,Kommentar zu Master Chef am 2024-02-29,positive,Thursday
2024-03-01,Master Chef,Kommentar zu Master Chef am 2024-03-01,positive,Friday
2024-03-02,Master Chef,Kommentar zu Master Chef am 2024-03-02,positive,Saturday
2024-03-03,Master Chef,Kommentar zu Master Chef am 2024-03-03,positive,Sunday
2024-03-04,Master Chef,Kommentar zu Master Chef am 2024-03-04,positive,Monday
2024-03-05,Master Chef,Kommentar zu Master Chef am 2024-03-05,positive,Tuesday
2024-03-06,Master Chef,Kommentar zu Master Chef am 2024-03-06,positive,Wednesday
2024-03-07,Master Chef,Kommentar zu Master Chef am 2024-03-07,positive,Thursday
2024-03-08,Master Chef,Kommentar zu Master Chef am 2024-03-08,negative,Friday
2024-03-09,Master Chef,Kommentar zu Master Chef am 2024-03-09,positive,Saturday
2024-03-10,Master Chef,Kommentar zu Master Chef am 2024-03-10,positive,Sunday
2024-03-11,Master Chef,Kommentar zu Master Chef am 2024-03-11,positive,Monday
2024-03-12,Master Chef,Kommentar zu Master Chef am 2024-03-12,positive,Tuesday
2024-03-13,Master Chef,Kommentar zu Master Chef am 2024-03-13,neutral,Wednesday
2024-03-14,Master Chef,Kommentar zu Master Chef am 2024-03-14,neutral,Thursday
2024-03-15,Master Chef,Kommentar zu Master Chef am 2024-03-15,positive,Friday
2024-03-16,Master Chef,Kommentar zu Master Chef am 2024-03-16,positive,Saturday
2024-03-17,Master Chef,Kommentar zu Master Chef am 2024-03-17,neutral,Sunday
2024-03-18,Master Chef,Kommentar zu Master Chef am 2024-03-18,neutral,Monday
2024-03-19,Master Chef,Kommentar zu Master Chef am 2024-03-19,positive,Tuesday
2024-03-20,Master Chef,Kommentar zu Master Chef am 2024-03-20,positive,Wednesday
2024-03-21,Master Chef,Kommentar zu Master Chef am 2024-03-21,positive,Thursday
2024-03-22,Master Chef,Kommentar zu Master Chef am 2024-03-22,positive,Friday
2024-03-23,Master Chef,Kommentar zu Master Chef am 2024-03-23,neutral,Saturday
2024-03-24,Master Chef,Kommentar zu Master Chef am 2024-03-24,positive,Sunday
2024-03-25,Master Chef,Kommentar zu Master Chef am 2024-03-25,positive,Monday
2024-03-26,Master Chef,Kommentar zu Master Chef am 2024-03-26,neutral,Tuesday
2024-03-27,Master Chef,Kommentar zu Master Chef am 2024-03-27,neutral,Wednesday
2024-03-28,Master Chef,Kommentar zu Master Chef am 2024-03-28,positive,Thursday
2024-03-29,Master Chef,Kommentar zu Master Chef am 2024-03-29,positive,Friday
2024-03-30,Master Chef,Kommentar zu Master Chef am 2024-03-30,positive,Saturday
2024-03-31,Master Chef,Kommentar zu Master Chef am 2024-03-31,positive,Sunday
2024-04-01,Master Chef,Kommentar zu Master Chef am 2024-04-01,negative,Monday
2024-04-02,Master Chef,Kommentar zu Master Chef am 2024-04-02,negative,Tuesday
2024-04-03,Master Chef,Kommentar zu Master Chef am 2024-04-03,positive,Wednesday
2024-04-04,Master Chef,Kommentar zu Master Chef am 2024-04-04,positive,Thursday
2024-04-05,Master Chef,Kommentar zu Master Chef am 2024-04-05,negative,Friday
2024-04-06,Master Chef,Kommentar zu Master Chef am 2024-04-06,negative,Saturday
2024-04-07,Master Chef,Kommentar zu Master Chef am 2024-04-07,negative,Sunday
2024-04-08,Master Chef,Kommentar zu Master Chef am 2024-04-08,positive,Monday
2024-04-09,Master Chef,Kommentar zu Master Chef am 2024-04-09,positive,Tuesday
2024-04-10,Master Chef,Kommentar zu Master Chef am 2024-04-10,positive,Wednesday
2024-04-11,Master Chef,Kommentar zu Master Chef am 2024-04-11,negative,Thursday
2024-04-12,Master Chef,Kommentar zu Master Chef am 2024-04-12,negative,Friday
2024-04-13,Master Chef,Kommentar zu Master Chef am 2024-04-13,positive,Saturday
2024-04-14,Master Chef,Kommentar zu Master Chef am 2024-04-14,positive,Sunday
2024-04-15,Master Chef,Kommentar zu Master Chef am 2024-04-15,negative,Monday
2024-04-16,Master Chef,Kommentar zu Master Chef am 2024-04-16,positive,Tuesday
